Close,High,Low,Open,Volume
KO,KO,KO,KO,KO
66.73999786376953,66.76000213623047,66.625,66.75,970149
66.69499969482422,66.83000183105469,66.62000274658203,66.82499694824219,200390
66.63999938964844,66.70500183105469,66.6050033569336,66.69999694824219,151663
66.68499755859375,66.72509765625,66.63999938964844,66.6500015258789,161081
66.72000122070312,66.7699966430664,66.62999725341797,66.68499755859375,86567
66.625,66.76000213623047,66.56500244140625,66.72000122070312,89210
66.48999786376953,66.625,66.4800033569336,66.62120056152344,57407
66.44000244140625,66.5,66.43499755859375,66.48500061035156,56061
66.40499877929688,66.48999786376953,66.4000015258789,66.44499969482422,41338
66.48500061035156,66.50499725341797,66.40499877929688,66.40499877929688,46176
66.43499755859375,66.5,66.43499755859375,66.48500061035156,36059
66.4800033569336,66.4800033569336,66.41000366210938,66.44000244140625,29302
66.54499816894531,66.54499816894531,66.4801025390625,66.48930358886719,18555
66.4800033569336,66.54000091552734,66.4800033569336,66.54000091552734,24717
66.56999969482422,66.57499694824219,66.48500061035156,66.49500274658203,20474
66.48500061035156,66.56999969482422,66.45999908447266,66.56999969482422,39644
66.51499938964844,66.53500366210938,66.47000122070312,66.48999786376953,39770
66.5,66.5250015258789,66.49459838867188,66.51499938964844,28379
66.55500030517578,66.56500244140625,66.50499725341797,66.50499725341797,42654
66.58999633789062,66.62750244140625,66.55500030517578,66.55500030517578,37316
66.58529663085938,66.58889770507812,66.54000091552734,66.58000183105469,26264
66.5999984741211,66.61000061035156,66.57499694824219,66.5863037109375,27735
66.58499908447266,66.6050033569336,66.55999755859375,66.5999984741211,21972
66.63500213623047,66.6449966430664,66.58499908447266,66.58999633789062,36022
66.66500091552734,66.66500091552734,66.625,66.63500213623047,37245
66.63500213623047,66.67500305175781,66.62999725341797,66.66449737548828,18612
66.68000030517578,66.69000244140625,66.625,66.63500213623047,34106
66.625,66.68499755859375,66.625,66.68000030517578,21001
66.6449966430664,66.66500091552734,66.62999725341797,66.62999725341797,18578
66.69000244140625,66.69999694824219,66.63500213623047,66.6500015258789,26876
66.73500061035156,66.75,66.68499755859375,66.69000244140625,78738
66.68499755859375,66.7300033569336,66.65499877929688,66.7300033569336,32837
66.6050033569336,66.68499755859375,66.59500122070312,66.68499755859375,32048
66.58999633789062,66.6050033569336,66.56500244140625,66.5999984741211,21408
66.62000274658203,66.62999725341797,66.58499908447266,66.58499908447266,40144
66.65499877929688,66.66000366210938,66.61000061035156,66.62999725341797,33656
66.58999633789062,66.66500091552734,66.58499908447266,66.65499877929688,27068
66.59500122070312,66.61000061035156,66.58499908447266,66.58550262451172,17690
66.57499694824219,66.59850311279297,66.55999755859375,66.59850311279297,21478
66.56500244140625,66.58000183105469,66.56500244140625,66.58000183105469,13881
66.54499816894531,66.56500244140625,66.54000091552734,66.55999755859375,23980
66.53810119628906,66.55000305175781,66.5250015258789,66.54499816894531,16698
66.61499786376953,66.62999725341797,66.5250015258789,66.53500366210938,53416
66.65499877929688,66.66500091552734,66.59500122070312,66.61499786376953,40917
66.61499786376953,66.66500091552734,66.61499786376953,66.66000366210938,32788
66.61499786376953,66.64849853515625,66.61499786376953,66.61499786376953,27347
66.65499877929688,66.66999816894531,66.62000274658203,66.62000274658203,117596
66.70500183105469,66.70989990234375,66.65499877929688,66.6552963256836,48924
66.7249984741211,66.7249984741211,66.69000244140625,66.70500183105469,28973
66.70500183105469,66.72709655761719,66.69999694824219,66.7249984741211,43036
66.70500183105469,66.71499633789062,66.68000030517578,66.70500183105469,25250
66.66500091552734,66.70500183105469,66.66000366210938,66.70500183105469,36915
66.65499877929688,66.66500091552734,66.62999725341797,66.66500091552734,24009
66.67500305175781,66.68000030517578,66.65499877929688,66.65499877929688,29116
66.66500091552734,66.68000030517578,66.6449966430664,66.67500305175781,35004
66.67500305175781,66.68000030517578,66.66000366210938,66.66500091552734,15569
66.62000274658203,66.67500305175781,66.61499786376953,66.67500305175781,27117
66.6449966430664,66.6449966430664,66.6144027709961,66.61499786376953,41150
66.67500305175781,66.68000030517578,66.6449966430664,66.6449966430664,27479
66.65499877929688,66.68990325927734,66.65499877929688,66.66999816894531,74832
66.66000366210938,66.68000030517578,66.652099609375,66.65499877929688,42553
66.68000030517578,66.68499755859375,66.66000366210938,66.66809844970703,27635
66.71499633789062,66.71649932861328,66.66500091552734,66.67500305175781,33375
66.71499633789062,66.71499633789062,66.69499969482422,66.71499633789062,21826
66.72000122070312,66.7300033569336,66.71499633789062,66.72000122070312,12315
66.7750015258789,66.78929901123047,66.7300033569336,66.7300033569336,49546
66.7750015258789,66.80999755859375,66.7750015258789,66.7750015258789,43387
66.81500244140625,66.81500244140625,66.75499725341797,66.7750015258789,31146
66.7750015258789,66.81999969482422,66.7750015258789,66.81500244140625,40150
66.75499725341797,66.79000091552734,66.75499725341797,66.7750015258789,30614
66.78500366210938,66.79499816894531,66.7500991821289,66.7500991821289,114626
66.7750015258789,66.78500366210938,66.75,66.78500366210938,65598
66.78500366210938,66.79759979248047,66.7699966430664,66.77439880371094,66989
66.7699966430664,66.80000305175781,66.7699966430664,66.77999877929688,44405
66.76499938964844,66.7750015258789,66.74500274658203,66.7750015258789,33456
66.77999877929688,66.77999877929688,66.75,66.76499938964844,27967
66.78500366210938,66.79000091552734,66.7699966430664,66.79000091552734,23566
66.7522964477539,66.79499816894531,66.7522964477539,66.7844009399414,44805
66.75499725341797,66.76000213623047,66.7249984741211,66.75,23490
66.71499633789062,66.75499725341797,66.70500183105469,66.75499725341797,52594
66.71499633789062,66.7300033569336,66.69999694824219,66.71410369873047,30070
66.63999938964844,66.71499633789062,66.63999938964844,66.70999908447266,37205
66.66500091552734,66.66500091552734,66.5999984741211,66.6449966430664,93769
66.66500091552734,66.66999816894531,66.64990234375,66.66500091552734,27310
66.66000366210938,66.66510009765625,66.63500213623047,66.66500091552734,42355
66.62010192871094,66.66000366210938,66.62010192871094,66.6500015258789,58247
66.62000274658203,66.62999725341797,66.5999984741211,66.625,40251
66.62000274658203,66.6449966430664,66.61000061035156,66.62999725341797,39726
66.61499786376953,66.625,66.5999984741211,66.625,31299
66.63999938964844,66.63999938964844,66.61000061035156,66.61499786376953,54868
66.63500213623047,66.65989685058594,66.62999725341797,66.63999938964844,36086
66.63999938964844,66.66000366210938,66.625,66.625,59362
66.58499908447266,66.64600372314453,66.58000183105469,66.63999938964844,38970
66.57740020751953,66.5999984741211,66.56999969482422,66.58999633789062,31710
66.54000091552734,66.57759857177734,66.54000091552734,66.57009887695312,31760
66.5250015258789,66.55999755859375,66.52420043945312,66.55000305175781,36698
66.57499694824219,66.58000183105469,66.5250015258789,66.5250015258789,24998
66.58499908447266,66.5999984741211,66.56999969482422,66.57499694824219,30500
66.55999755859375,66.5999984741211,66.55999755859375,66.58999633789062,15409
66.55000305175781,66.55840301513672,66.52999877929688,66.55000305175781,19868
66.53109741210938,66.55500030517578,66.5250015258789,66.55500030517578,31858
66.55000305175781,66.55509948730469,66.52469635009766,66.52999877929688,20369
66.5999984741211,66.6050033569336,66.55599975585938,66.55599975585938,33688
66.66999816894531,66.66999816894531,66.60859680175781,66.61000061035156,15727
66.69000244140625,66.70999908447266,66.67500305175781,66.68000030517578,52661
66.66000366210938,66.69000244140625,66.62999725341797,66.69000244140625,27155
66.6449966430664,66.66999816894531,66.63999938964844,66.66000366210938,12561
66.64990234375,66.66000366210938,66.63999938964844,66.6500015258789,14347
66.63269805908203,66.6500015258789,66.62999725341797,66.6449966430664,23367
66.625,66.63999938964844,66.62000274658203,66.63500213623047,14038
66.66500091552734,66.67500305175781,66.62000274658203,66.625,19224
66.6500015258789,66.68000030517578,66.6500015258789,66.66500091552734,27744
66.66000366210938,66.66999816894531,66.63500213623047,66.64440155029297,16843
66.66500091552734,66.68000030517578,66.65499877929688,66.65499877929688,12803
66.66999816894531,66.66999816894531,66.65499877929688,66.66500091552734,11930
66.65499877929688,66.66999816894531,66.6500015258789,66.66999816894531,12386
66.65499877929688,66.66500091552734,66.63999938964844,66.65799713134766,17080
66.67500305175781,66.68000030517578,66.66000366210938,66.66000366210938,13223
66.69499969482422,66.69499969482422,66.67009735107422,66.67350006103516,18841
66.68499755859375,66.70999908447266,66.68499755859375,66.69000244140625,31648
66.67500305175781,66.69499969482422,66.66999816894531,66.69000244140625,20464
66.66999816894531,66.69000244140625,66.66000366210938,66.67500305175781,24240
66.67379760742188,66.67379760742188,66.6500015258789,66.66500091552734,17520
66.66709899902344,66.66999816894531,66.65380096435547,66.66999816894531,7432
66.62899780273438,66.66500091552734,66.62010192871094,66.66500091552734,13306
66.60530090332031,66.62999725341797,66.5999984741211,66.62000274658203,13005
66.61000061035156,66.625,66.59500122070312,66.5999984741211,28731
66.62999725341797,66.63500213623047,66.61000061035156,66.61499786376953,19348
66.61499786376953,66.63999938964844,66.61499786376953,66.62999725341797,11950
66.625,66.62999725341797,66.61499786376953,66.61499786376953,8231
66.61499786376953,66.62999725341797,66.61499786376953,66.62000274658203,13681
66.63500213623047,66.63500213623047,66.61000061035156,66.61499786376953,13848
66.62879943847656,66.63970184326172,66.625,66.63970184326172,13067
66.61499786376953,66.625,66.61000061035156,66.625,10310
66.61000061035156,66.62000274658203,66.61000061035156,66.61000061035156,5494
66.6050033569336,66.63500213623047,66.6050033569336,66.61990356445312,20438
66.5999984741211,66.61799621582031,66.59500122070312,66.6050033569336,8670
66.58499908447266,66.58999633789062,66.58000183105469,66.58999633789062,5012
66.55000305175781,66.58619689941406,66.55000305175781,66.58499908447266,25329
66.55000305175781,66.55999755859375,66.55000305175781,66.55500030517578,5245
66.5250015258789,66.55500030517578,66.5199966430664,66.55500030517578,14731
66.52010345458984,66.52799987792969,66.51000213623047,66.5199966430664,12680
66.51499938964844,66.52989959716797,66.51020050048828,66.52010345458984,7650
66.5250015258789,66.52999877929688,66.5,66.5188980102539,14873
66.5250015258789,66.52999877929688,66.5199966430664,66.52999877929688,4297
66.50499725341797,66.53510284423828,66.50499725341797,66.5250015258789,10363
66.51499938964844,66.51719665527344,66.50499725341797,66.50800323486328,7634
66.5,66.5199966430664,66.49500274658203,66.51000213623047,33702
66.4800033569336,66.5250015258789,66.4800033569336,66.49500274658203,50249
66.45999908447266,66.48999786376953,66.45999908447266,66.48500061035156,13422
66.46499633789062,66.4800033569336,66.45999908447266,66.45999908447266,14580
66.47589874267578,66.4800033569336,66.44999694824219,66.4657974243164,14318
66.4749984741211,66.49500274658203,66.47000122070312,66.4749984741211,13927
66.44999694824219,66.47989654541016,66.44000244140625,66.47899627685547,15895
66.44989776611328,66.44999694824219,66.44000244140625,66.44999694824219,4027
66.43000030517578,66.44000244140625,66.41239929199219,66.44000244140625,15887
66.44999694824219,66.45999908447266,66.43499755859375,66.43910217285156,9508
66.42500305175781,66.45384979248047,66.41999816894531,66.45384979248047,10723
66.44129943847656,66.44979858398438,66.41999816894531,66.41999816894531,10457
66.45999908447266,66.45999908447266,66.4406967163086,66.44999694824219,26549
66.46839904785156,66.46839904785156,66.45274353027344,66.46749877929688,6751
66.45999908447266,66.47000122070312,66.45999908447266,66.4635009765625,8974
66.45500183105469,66.47000122070312,66.45439910888672,66.45999908447266,26676
